电影ID,电影名,海报路径,星级,评论
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,4,五季了，还是觉得trent好。想把爸爸的damn it截下来当铃声。Good morning with daria and jane！！！！
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,片尾彩蛋不能跳 只要行走于世 无论如何剧变 我们都有路走 无论好坏 也都有结局 very touching  trent竟然意外有点被我预料到 因为每个年轻摇滚都会变成中年秃头吗hhhh 妹妹有酗酒问题的朋友竟然跟勾搭简的BI姐姐在一起了还领养了三个娃 惊了
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,4,她让我小时候就知道做人最要紧的是姿态，拽是态度
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,坚定你所信仰的，直到或除非逻辑和经验证明那是错误的；记住，如果国王看上去赤着身，那国王就是赤着身；事实和谎言并非「别无二致的东西」；以及，人生中没什么方面……没什么时刻是一顿披萨改善不了的，如果一顿改善不了，那就两顿！
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,片尾太可怕了 Daria竟然笑了
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,最后快被感动死了。Daria最后的得奖感言赛高！
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,4,真正的酷，是做自己，我们在一起谈政治艺术文学一样是酷。每个人都长大了，大家各奔东西去实现梦想，每个人都会怀念这段曾经拥有，日后不再的日子。是的是的，不管是谁和谁分手了，谁从那个小镇走出来了，这对好朋友依然在一起，这么美好不经意就泪目了，至此结束。
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,才发现脆莓和daria都是漫迪做的
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,"So let me just say thet, in my experience. high school sucks. However, given the unalterable fact that high school sucks, I'd like to add that if you're lucky enough to have a good friend and a family that cares, it doesn't have to suok quite as much. Stand firm for what you believe in, until and unless logic and experience prove you wrong."
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,成长片真好…………………………
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,舍不得看完还是看完了 看到每个人都成长了真开心 除了那对白痴情侣哈哈哈
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,真好
2054458,拽妹黛薇儿要上大学了没,电影海报\2054458_拽妹黛薇儿要上大学了没.jpg,5,希望大家都心有所向，如愿以偿
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,3,太长了，打打杀杀，剧情简单不好看，不明白评分为啥这么高
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,5,十年前看五星，十年后看，六颗星，因为这届观众不行，因为太长而打一星...
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,5,我在不同年龄时期看魔戒的感受真的不一样，这一遍我聚焦到了波罗米尔身上，中年男人恐慌发作，作为摄政王之子和刚铎将领经常战斗在前线，战争局势日渐黑暗，四分五裂的昔日同盟让他看不到希望，各种压力聚他一身，他想寻求一条出路一条捷径，这让他成为了护戒小队里最容易受魔戒蛊惑的人，但是他并不是一个死板的脸谱化的角色，他会和霍比特人打闹，也会把自己脆弱的一面展示给阿拉贡这个他一开始不认可的继承人，他会贪婪，会犯错，会反省，会勇敢，会牺牲。
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,5,在拒绝好莱坞N年后，一次意外的走入影院，我成为了LOTR的死忠，总有一个绿衣服的弓箭手在眼前晃悠，我冒着花痴般的笑容，历史就此翻开了崭新的一页。
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,4,Frodo和Sam史诗般的真爱历险记。
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,3,太长了。看得我昏昏欲睡。
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,5,甘道夫掉下桥的那一刻，真的落泪了…
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,5,给一星的人根本不配看这部电影哈
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,4,整部片子的画面色彩并不明媚，但是还是挺吸引人的。
,指环王1：护戒使者,,4,
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,3,太长了，我都睡着了两次吧??
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,3,再看一遍终于理解小时候没看明白的原因了 故事冗长曲折 情节还没加勒比吸引 但不得不说画面实在很美
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,5,人性与其他生灵都有自身的脆弱性，所以，即使是选择了善，也有可以脆弱导向其他的方向，就像森林女王。更可怕的是，用恶的手段达到善良的目的，本质上的以毒攻毒，以恶抗恶，就像人类国王贡多的儿子，都是人类信念不够坚定，内心的力量越来越弱时产生的。
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,5,All time favorite!
1291571,指环王1：护戒使者,电影海报\1291571_指环王1：护戒使者.jpg,4,但凡小伙伴们管好自己  Frodo也不至于挨这么多次打
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,"great novel, great movie"
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,"作为3步曲,比教父3部更完美!!"
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,虽然但是，那个冲过去灭火的树精好可爱。
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,3,除了魔幻的视觉效果，有什么好看的？精灵箭手是精灵还是地精？认住了甘道夫这个角色，就是磁力王！
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,4,莱格拉斯无敌帅~
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,影视改编的重点偏移在这一部里表现得更为显著。彻底挑明的原创感情副线，比重加大打法几乎完全原创的圣盔谷一战（当然这段干得不错可以收货），到不算太成功但尚算是有想法的视角切换。最值得赞的是咕噜的形象设计，除了技术限制导致的皮肤质感略欠真实外几乎做到了满分。
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,激动人心！我看哭了都...
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,传奇延续，依旧震撼，精灵王子还是那么帅。
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,"2021.4.23重映。四星改五星。
“那些一直前行的角色们，有他们所相信的东西，世上还存在着善良和美好，值得我们奋战到底。”
没想到，这一句升华一整部电影主题的话语，是始终陪伴在弗洛多身边的小胖，在弗洛多迷茫时警醒他的话语。在我心中，他的形象相比主角更为立体与生动。
“比起弗洛多与魔戒的故事，我更愿意听勇者山姆怀斯的故事。”"
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,4,跟书一样壮观。
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,4,[20110810]果然是把故事线理顺了（托尔金的写法固然有趣，但是拍成电影必须调整顺序）。抓住一切可能拍爱情戏，并且拍成三角恋（加了一些魔戒3附录里的内容）。恩特们的造型有点坑爹。这一集比较忠于原著，主要的改动还是萨鲁曼那里（附体这个设计真好）。但是真他妈的长……|[20210423重映]完全放松的重看，居然真的看进去了，忽然觉得2才是系列最佳，剧作分布很平衡，而且最重要的是拍出了难得的希腊悲剧般的史诗感：人物面对诱惑时的艰难挣扎更细致了，重要的是人物与命运的英勇搏斗写得真是可歌可泣。战争隐喻更加明显了。
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,my fav
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,4,彼得杰克逊不妨效仿卢卡斯，对十多年前的魔戒做数码升级。重点强化干豆腐与炎魔之争。炎魔不仅特写猛增，脸部细节丰富，甚至还可以考虑配些台词——”白袍甘道夫与白豆腐之间除了名字之外还有哪些相似点？都要经历研磨（炎魔）“。当然，考虑到叙事比重的关系，决不能像火龙那般话唠。另个被改造的对象是神驹。神驹跑起来必须有磁悬浮的感觉，光在地上跑与普通马匹无异。
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,指环王系列最喜欢的一集，因为有最美丽梦幻的画面场景
1291572,指环王2：双塔奇兵,电影海报\1291572_指环王2：双塔奇兵.jpg,5,（圣盔谷和五军之战真的好相似啊不知是否有人也这么觉得）史诗巨著不是瞎说的 全程完全沉浸在魔戒中 中土世界仿佛真的存在一样 燃哭好几次(°Д°≡°Д°)
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,即使在一起喝过多少次酒，逛过多少次街，掏过多少次心窝，共度过多少时光，许多人还是没能拥有一个能背起你从地狱走向天堂的朋友——山姆。
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,最服的就是山姆了，走了那么长的路，路上吃得那么少，一点儿没瘦。
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,骑白马的不一定是王子，是甘道夫；精灵战斗的时候，导演不会毁了他的美貌，别提莱戈拉斯了；裹着蜘蛛丝的弗罗多就像埃及艳后克娄巴特拉；胖子是重要的，他们可以背你；俩人被困在末日火山上，我说要有鹰，于是有鹰了；我差点以为阿拉贡要迎娶莱戈拉斯；弗罗多和山姆是真爱，绝逼的真爱。我要再看原著。
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,与咕鲁相比，弗罗多是幸运的。他具有别人无可比拟的强大的纯真力量。但他毁灭了魔戒，却无法清除内心被唤醒的邪恶。谁能说在故事最后他远渡海外，不是一种高傲的自我放逐？也许在索伦被消灭的那一刻，他也明白了邪恶的不可战胜。只是不得不与之抗争是英雄的使命。
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,4,我就不明白甘道夫升级为白袍巫师了怎么不爱使魔法，改成肉搏战士了。一直期待他使一招毁天灭地……
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,4,亡灵奔涌那里很帅??????
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,终于结束了，一切如常，我却回不去了
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,每次看魔戒都会被奥兰度惊艳到~
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,原来真的可以被友情、信念和正义给感动。。。
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,巨制就是巨制魔幻这题材少了美刀那不是人玩的感想如下：幽灵大军战斗力堪称最强阿拉贡你早调人马来省事好多 就是看着像清鼻涕 甘道夫你这个白袍儿怎么灰头土脸没有人家萨鲁曼当得有气势捏？精灵弓箭手萌~萌~萌~一大笑点是矮人金利 四个霍比特人就数弗罗多不讨喜这是角色设定没有办法 嫁人就嫁阿拉贡介样的人不过丽芙你脸也太长了我设定成宽屏还盛不下你的脸 有人说山姆和弗罗多其实是断背我看很有根据 所谓那会心一笑一切都明了 那额头一吻你别再敲打我心门 额我又腐了 最后压轴凯特你粲然一笑我瞬间倾倒！总结：60块收这6张D9值
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,没有Sam你们一事无成！
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,4,高潮战争持续了一个多小时，一层一层的往上堆。霍比特人走了两集才到的魔多，在高潮之战的时候，其他人骑一下马就到了……Sam比Frodo伟大多了~
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,所谓史诗便是如此。
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,"最触动我的，是洛克王国的公主，女扮男装上战场杀死了最强大的敌人。 指环王的创作者真的没让我失望，他懂世界运作的前因后果，也懂每一类人群的起承转合。
除了史诗没有什么能形容指环王，实在是一部太伟大的作品。"
1291552,指环王3：王者无敌,电影海报\1291552_指环王3：王者无敌.jpg,5,魔戒比其他魔幻系列的厲害之處在於中心的設定，没有一貫的非黑即白，魔戒就是一個赤裸裸的誘惑。每個人面對他，都會遲疑。是選擇克服這種誘惑還是被它所俘虜，全在於你自己。甘道夫最後給孩子們說：我不會讓你們【不哭】，是人都會【哭】。我們需要的，是實實在在的幸福。【魔戒系列結束。成仙了！哈】
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,要不是真喜欢中土世界到一定程度真的很难打六分
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,勉强3星，蛮煎熬的一部片子，剧情老套，反派又弱又胡来，整个片子基本就是在消费指环王的粉丝忠诚度，大概只有片尾的互动还凑合，很失望的片子。
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,1,日式动画的底色让中土世界的史诗感大打折扣，画风僵硬又粗线条，角色的情绪渲染全靠配音，故事也是老套的不能老套的复仇戏码，全程让人昏昏欲睡，反派塑造空有腔调，没有一场酣畅淋漓的对决场面，女主角的部分也是如此，应战能力和行事逻辑飘忽不定，留父亲独自面对仇敌牺牲，而只会旁观束手无策，直至亲人接连去世，才突然自我武装起来，成长弧线和故事承接也足够敷衍，除了满天纷飞的大雪，这片子也没啥让人沉浸其中的瞬间，130分钟如坐针毡的煎熬，一直掐表，衔接了点中土世界的线索，跟指环王可以说没有半点关联，完全是一部狗尾续貂的蹭IP之作，所有女性主义元素以及王女复仇的戏码也着实看够了，张口就来的女性主义爽文就是好莱坞近几年最钟爱的题材，玩多了以及太超过就毫无价值可言，空泛的精神训话与苍白的情绪价值的一场场展演秀罢了。★
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,望周知反派可以很坏可以很疯但是很low是会严重影响观感的。Wulf明明可以被塑造成一个很有魅力的反派却被压得和纸一样扁平，又蠢又弱又low从头到尾一场架没赢过都快看笑了。还有女主最后穿个露背婚纱就上战场了，好歹批个甲呢？
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,2,弱智电影，10岁以上慎看。人物动机幼稚，角色的战力、生死、战争走向，全凭编剧掐表决定。比如编剧觉得到时间了，得死几个好人，不然编不下去，刚刚还表现神勇的好人立马就得死几个。国王前一秒孱弱如鸡，后一秒超赛附体，会耍北斗神拳，徒手撕半兽人巨魔。女主感觉是哪吒转世，混天绫护着她，轩辕箭满弓拉
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,原来把女主角设计成白幼瘦是为了让她能穿过门缝她老爹过不去哇...好大一盘棋（
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,0,女主穿着露背婚纱去打架把我看傻了
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,不出所料，果然就基本上是破产版的圣盔谷动画。既完全可以当中土架空故事看，又要时不时硬蹭指环王的主线故事，所以虽然神山健治监督保证了下限，但实在是鸡肋无比
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,3D参考不是3D转描，前者是创作，后者是糊弄
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,神山同学终于如愿以偿做了日本动画体制下很难做到的骑马战呢，可喜可贺，可就算配乐和音效层面怎么制造奇观感，神山根本搞不定群像大场面的调度演出，这确实是我认识的那个神山健治没错了。
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,4,Brian Cox这个爹中爹的配音出来，旁边还站着倆儿子一女儿，我脑内都快自动播放succession op了哈哈哈。本来很担心幼驯染的设置，最后自述是死神新娘，双方不谈什么感情了。公主结局不错，不要的王室次子次女，可以来老骗子这里换不锈钢盆。个人不太适应过于仿真的背景叠加二次元人物，有时画面像我带着我的谷去新西兰拍风景照。建模好看，公主很辣，哥哥很辣，二哥很辣，表哥很辣，反派很辣，猛犸很辣，马也很辣。唉反派将军简直全片理智之声，疯子老板太难伺候了I feel u bro.
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,3,看过《进击的巨人》等动画，欧式日漫风格不算突兀，不过即便特异甚或失败，创新始终都是值得肯定的。女性得以在这类传统故事里做主，很好，但需要配一个起码具有稳态的故事来承托才行，对赫拉的塑造，还差一气，才能跟这规模的翻天覆地抗衡。电影说白了还是老登逻辑，海尔姆和伍尔夫都典到极致，因为自身傲慢、小气，降祸众生，人世间多少战争，都因他们而起，再为海尔姆塑造金身，为伍尔夫心有恻隐，都大可不必。电影最后，终于小小但明确地联动了我们熟悉的中土——而中土居然是一家公司的名字。
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,4,其实挺好的。确实不应该只有6.1，基本上吸引力是维持着让人很流畅地看下来的；虽然不满Hera在嵌入式♂权结构中不得不看似绝对主动地“热爱自由冒险”而对权力放手，但至少从头到尾真的在做个人（尽管一直差不多不被当人，也被排除在权力之外）
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,4,三星半。开头对于洛翰的复刻视觉上非常精美，本以为故事会在更大的格局上展开，但是实则是局限于一段悲剧的爱情/复仇故事。野象一秒致敬《幽灵公主》。全片给我的感受在热血和尴尬之间徘徊。但是我支持跨文化和动画化改编《魔戒》IP的思路，分数虚高一下。
35493148,指环王：洛汗之战,电影海报\35493148_指环王：洛汗之战.jpg,0,神山导演兢兢业业打工，看得出预算紧张，但至少风景壮丽，男帅女美，公主更是帅得惊艳。可惜故事草率，反派更是滑稽得可怜
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,不必返航，那里不是家乡。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,??找到了多年前看《降临》的感觉，但…这么多年了，中国科学家的中文真的比外星语还难学吗？??真难绷。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,4,格雷斯最后选择留在波江座的决定，是非常令人动容的一幕。在地球他不过是个被时代洪流裹挟的科学家，是那个被动扛起大旗、毫无选择权的“工具人”，可到了波江座，他才终于活成了“自己”。那些长相怪异的外星人没有把他当异类，反而为了迁就他的生活习惯，给他造海建岛，给予了他尊重和选择，这种来自异星的、毫无保留的善意令人触动。他留下，不是牺牲，是另一种意义上的圆满，当他成为一名老师，将知识与文明绵延传递时，他终于在不属于地球的地方完成了自我救赎。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,谁懂啊 这种地球不是我家的感觉
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,4,没看过原著，却足以想象原著的伟大。在人文关怀与科学幻想之间游离，最终抵达一个对集体绝对冷漠但极其深刻的反高潮主题。从不知牺牲的意义出发，到找到存在与“回家”的意义。像是最为优秀的武侠电影所传达的那样，你我本不相识，因某种被动的个人英雄的侠义相遇，最后与子同袍。美丽的电影，拍出了大量科幻电影没有展示的纯粹的孤独之美。高潮戏份绝对不输影史任何一部科幻电影的大场面。每一次同步，每一次互动，每一次转译，都是一次跨越星辰的握手。最令我动容的一场戏不是牺牲与救赎，而是通力合作后任务即将结束，两人挥手自兹去，眼含热泪地道别。两个文明仅存的希望慢慢分离，两艘飞船的连接断开，缓缓步入各自的轨道，他们终要回去，却不知何时再见。让我想起《淮上与友人别》：“数声风笛离亭晚，君向潇湘我向秦”。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,4,我不理解一个智力和人类相当，寿命比人类长好几倍，还扔东西让人类捡的生物，为什么会被评论区某些观众认为是人类的狗。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,嗑幻巨制！这就是TM的嗑幻大片！！冥冥之中总有一个石头在宇宙深处等着高司令。“生命是星球不死的原因”一定是全篇最浪漫一笔，所有的灾难也许都只是宇宙循环中的一颗尘埃。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,宇宙中或许有一个人，可以为你建造一个星球
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,2,"Pathé Wilson,我觉得这是一部落后于时代十五年的电影，但是我不愿承认这是一部十五年前我会喜欢的电影。有的时候我会怀疑电影到底有没有所谓落后的说法，但有的时候我也会怀疑人类没有所谓的进步之说，因为一切文明发展的说法都是自我比较的中心主义。科幻片更是文明叙事的缩影。无论是宇航员和工程师如同从不曾存在过一般的在开头的死亡还是科学家，一位白人男性莫名其妙的个人主义胜利，如同这只外星良犬，这部电影从头至尾没有流露过半分恶意。克服语言的障碍就像人类克服他们的恐惧。我们可以说这是教育，但它一定是虚伪的，理想主义的教育。"
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,2,低幼情节和莫名其妙的节奏，靠跳剪推动的剧情，以及硬生生插入的神秘歌单，凑出了一场两个多小时的折磨。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,坐飞机都害怕的我，外太空是我这辈子无法去到的地方，所以我佩服所有前往太空的宇航员。而这部电影的绝妙之处就在于那些艰难地抉择，我可以为了自己不救全世界，我也可以牺牲自己只救一个人，更谢谢导演，没给我那些不想看到的结局。
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,"包汉堡好评。
真的，你不包这汉堡，要是Rocky真的死了，我会难受一个星期。
就算Rocky没死，你让男主和Ta天人两别，分别回到自己的星球，每天只能睹物思人，我也会难受三天。
你好好包汉堡，让男主快快乐乐地跟Rocky回Ta的母星，我就给你五星。至于地球？反正也没有在乎的人了，地球是啥？"
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,4,高司令继石头姐之后合作了石头（
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,2,IMAX。本来是一部很普的三星片，但让我最无法接受的是它掩盖了最大的冲突，即影片后段所揭示的，主角是非自愿上太空的，是被强制牺牲的。这么大一个情感事件，本该彻底改变人物与地球之间的伦理关系。然而影片把主角与外星朋友的跨物种情谊推到台前，最为重大的情节拐点反而被温情所遮蔽。真正的情感核心是主角恢复记忆后如何面对自己被当作耗材的这一事实，他还要不要承认这个共同体？主角仍把样本送回地球，但前提是创作者需要给出一个更强的心理转折，一个新的伦理认同，或是明确的主体性重建。主角是完成了任务，但是作为人的伦理反应呢？如果影片选择回避愤怒，那么情感逻辑就失真了。主人公最基本的正向情感诉求被剥夺了，此处最大的暴力却被主流叙事所绑架而闭口不谈，人类存亡叙事必须安全地重回正轨，这不就是出于商业类型片的道德惯性吗？
35010610,挽救计划,电影海报\35010610_挽救计划.jpg,5,我一生行善积德才能在影院看桑德拉惠勒训狗高司令……
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,3,文戏依然简洁而流畅，武戏方面，最喜欢1V3那场打戏，最后大决战实在敷衍，反派死于剧本而不是男主的智勇。有两个期待点落空了，一是豺狗和成瞎子撞设定了，没有设计出各个捉刀人之间的性格差异，二是本想看古装版疾速追杀的，但动作戏还是太少，打得不过瘾。不管怎么说，还是期待下一部成瞎子大战豺狗，希望这两点能弥补一下。
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,3,谢苗就是中国版尼克·弗瑞，他们都在电影片尾彩蛋出场，都是电影宇宙的关键人物，他们都很能打，最重要的是，他们都是瞎子（或半瞎）。
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,3,释小龙故意压低嗓子说话的方式，也成熟不起来的样子
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,3,挚爱座头市与带子狼雄的轻刀快马编剧，誓要把这两部系列剑戟片汉化到底。对想走谢苗路线的释小龙来说他的缺点就是脸没那么沧桑，虽然和打黑一样故意妆造脏乱，但仍给人以稚嫩之感，不像谢苗脸上写满了故事。与目中无二同样人物动机不强烈，关系转变过快。人物设置上同样漏洞明显既然是杀神白起的剑怎么会被伍长这种低级军官得到，榜一的白头公又怎么会被排名比他低的捉刀人杀死，而最令我觉得失去趣味的就是这里不管正反人物都会火刀技能，我还以为这是成瞎子的独门绝技呢。打戏设计虽未退步，但也并无惊喜，尤其是裴兴闯上祭坛与曾经的战友对打那段设计很水。当然最惊喜的就是成瞎子片尾现身，感谢魏君子，谢苗释小龙，轻刀快马，让我知道这个时代还有人在坚持拍动作片，虽然品质还有待提高，但瑕不掩瑜，在网大这种限制下能有这个呈现已经是诚意满满了
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,5,全员演技在线，甚至连马也有演技哈哈哈哈哈。除了释小龙之外还很喜欢班玛加的演绎，变态感十足，演出了反派该有的疯感。
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,2,打得确实很花，动作戏还好，声音是真不适应。剧情难免让人想到《目中无人》。
,捉刀人,,5,
,捉刀人,,4,
,捉刀人,,5,
,捉刀人,,5,
,捉刀人,,4,
,捉刀人,,5,
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,2,打铁花能破火刀，成瞎子你学会了吗！重复元素太多，结尾选路一秒跳戏少林五祖，以前是觉得怎么这就完了，这回是觉得怎么还没完…但还是期待捉刀人宇宙时间线统一的，还想看到成瞎子和张小渔??
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,4,"整体来说，这部的动作戏是要明显好于谢苗目中无人的，动作比较完整，拆招也相对合理，只是后面真正的高手对决时太多吊着威亚打旋的动作，就比较缺乏合理性了，尤其败笔的是最后对战韩鲁，拿了自己的唐刀也没起什么作用，最后一个火盆就反杀了，多少有点侮辱观众智商了。
这个本子其实可以好好打磨下再拍，只有出精品，才能重振动作片市场。"
36894215,捉刀人,电影海报\36894215_捉刀人.jpg,3,捉刀人可以成为一个系列，好好开发下去能成功。
37107803,捏造,电影海报\37107803_捏造.jpg,2,我困得眼泪直流不敢擦生怕前后左右觉得我看哭了
37107803,捏造,电影海报\37107803_捏造.jpg,3,我这些年，窝囊过，也窝囊过，也窝囊过。总之就是我，窝囊过。
37107803,捏造,电影海报\37107803_捏造.jpg,3,看完这个电影的我也很无助，导演到底想讲什么故事？东一榔头西一棒槌地给出信息，但是所有的角色非常扁平地堆放在一起没有形成任何有意思的互动。男主优秀的表演在这个故事里都显得好的有点尴尬
37107803,捏造,电影海报\37107803_捏造.jpg,4,你的背包～背了十年还没坏～??
37107803,捏造,电影海报\37107803_捏造.jpg,3,中规中矩，比较扎实，刚子演得很努力。但感觉还只是这个事件中的几个切片，其实可以有更多视角。看的过程中想到好几部电影，想到《理查德·朱维尔的哀歌》，想到《怪物》。这样的故事和各方不断反转的走向在现实中已经太常见甚至要离谱得多，我们都不觉新鲜了（以至于我还以为后面又有反转），但因为是真实事件改编，也觉得有力了不少。
37107803,捏造,电影海报\37107803_捏造.jpg,3,以《罗生门》+《怪物》的方式开局，以“软绵绵的宽容与释然”的方式结束，其间并没有对真相进行深挖，只能说是半部好剧--《罗生门の怪物之初代网暴受害者洗冤录》。加害者逍遥自在，无良媒体赚尽流量，受害者花费了10年时间才彻底自证清白，最终却连一个最基本的“道歉”都没得到，实在是太苦了。但这部片子还是有现实（警示）意义的，譬如去年被“逆转乾坤”的捏造事实+霸凌网暴的事件，若非是有完整视频公布于众，被颠倒黑白的受害人几无立锥之地；影片中的故事则发生在2003年，堪称“跨越时空的预告”。法律是社会共识的产物，但各种媒体的推波助澜确实会影响到社会共识，四舍五入即是媒体其实是可以在现实层面影响到立法权的。迟到的正义不是正义，那顶多只是还原真相。正义不仅应得到实现，而且要以人们看得见的方式及时实现。
